,accession,tax_id,organism_name,download_url
901,GCF_000025505.1,589924,Ferroglobus placidus DSM 10642,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000025505.1/download?include_annotation_type=GENOME_FASTA&filename=Ferroglobus_placidus_DSM_10642.zip
902,GCF_000504085.1,1123383,Pseudothermotoga elfii DSM 9442 = NBRC 107921,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000504085.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudothermotoga_elfii_DSM_9442_=_NBRC_107921.zip
903,GCF_000017865.1,416591,Pseudothermotoga lettingae TMO,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000017865.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudothermotoga_lettingae_TMO.zip
904,GCF_013267415.1,46125,Abiotrophia defectiva,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_013267415.1/download?include_annotation_type=GENOME_FASTA&filename=Abiotrophia_defectiva.zip
905,GCF_001543175.1,1376,Aerococcus urinae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001543175.1/download?include_annotation_type=GENOME_FASTA&filename=Aerococcus_urinae.zip
906,GCF_002104335.1,1121267,Campylobacter cuniculorum DSM 23162 = LMG 24588,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002104335.1/download?include_annotation_type=GENOME_FASTA&filename=Campylobacter_cuniculorum_DSM_23162_=_LMG_24588.zip
907,GCF_000242335.1,908937,Prevotella dentalis DSM 3688,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000242335.1/download?include_annotation_type=GENOME_FASTA&filename=Prevotella_dentalis_DSM_3688.zip
908,GCF_000223395.1,694429,Pyrolobus fumarii 1A,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000223395.1/download?include_annotation_type=GENOME_FASTA&filename=Pyrolobus_fumarii_1A.zip
909,GCF_900475315.1,483,Neisseria cinerea,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900475315.1/download?include_annotation_type=GENOME_FASTA&filename=Neisseria_cinerea.zip
910,GCF_001263395.1,1437605,Bifidobacterium actinocoloniiforme DSM 22766,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001263395.1/download?include_annotation_type=GENOME_FASTA&filename=Bifidobacterium_actinocoloniiforme_DSM_22766.zip
911,GCF_000734015.1,289377,Thermodesulfobacterium commune DSM 2178,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000734015.1/download?include_annotation_type=GENOME_FASTA&filename=Thermodesulfobacterium_commune_DSM_2178.zip
912,GCF_000011105.1,70601,Pyrococcus horikoshii OT3,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000011105.1/download?include_annotation_type=GENOME_FASTA&filename=Pyrococcus_horikoshii_OT3.zip
913,GCF_000007185.1,190192,Methanopyrus kandleri AV19,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000007185.1/download?include_annotation_type=GENOME_FASTA&filename=Methanopyrus_kandleri_AV19.zip
914,GCF_005843985.1,391592,Caminibacter mediatlanticus TB-2,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_005843985.1/download?include_annotation_type=GENOME_FASTA&filename=Caminibacter_mediatlanticus_TB-2.zip
915,GCF_000185805.1,648996,Thermovibrio ammonificans HB-1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000185805.1/download?include_annotation_type=GENOME_FASTA&filename=Thermovibrio_ammonificans_HB-1.zip
916,GCF_013388295.1,52764,Bartonella alsatica,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_013388295.1/download?include_annotation_type=GENOME_FASTA&filename=Bartonella_alsatica.zip
917,GCF_000591035.1,1198449,Aeropyrum camini SY1 = JCM 12091,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000591035.1/download?include_annotation_type=GENOME_FASTA&filename=Aeropyrum_camini_SY1_=_JCM_12091.zip
918,GCF_900476215.1,217,Helicobacter mustelae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900476215.1/download?include_annotation_type=GENOME_FASTA&filename=Helicobacter_mustelae.zip
919,GCF_000008265.1,1122961,Picrophilus oshimae DSM 9789,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000008265.1/download?include_annotation_type=GENOME_FASTA&filename=Picrophilus_oshimae_DSM_9789.zip
920,GCF_001275365.1,1086726,Francisella persica ATCC VR-331,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001275365.1/download?include_annotation_type=GENOME_FASTA&filename=Francisella_persica_ATCC_VR-331.zip
921,GCF_001029265.1,315358,Spiroplasma eriocheiris,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001029265.1/download?include_annotation_type=GENOME_FASTA&filename=Spiroplasma_eriocheiris.zip
922,GCF_000517365.1,838561,Spiroplasma mirum ATCC 29335,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000517365.1/download?include_annotation_type=GENOME_FASTA&filename=Spiroplasma_mirum_ATCC_29335.zip
923,GCF_002803985.1,214888,Williamsoniiplasma luminosum,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002803985.1/download?include_annotation_type=GENOME_FASTA&filename=Williamsoniiplasma_luminosum.zip
924,GCF_003285065.1,171279,Mycoplasmopsis anatis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003285065.1/download?include_annotation_type=GENOME_FASTA&filename=Mycoplasmopsis_anatis.zip
925,GCF_900660575.1,2107,Mycoplasmopsis pulmonis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900660575.1/download?include_annotation_type=GENOME_FASTA&filename=Mycoplasmopsis_pulmonis.zip
926,GCF_002843565.1,225999,Mesoplasma syrphidae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002843565.1/download?include_annotation_type=GENOME_FASTA&filename=Mesoplasma_syrphidae.zip
927,GCF_000196215.1,290434,Borreliella bavariensis PBi,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000196215.1/download?include_annotation_type=GENOME_FASTA&filename=Borreliella_bavariensis_PBi.zip
928,GCF_002804005.1,215578,Williamsoniiplasma somnilux,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002804005.1/download?include_annotation_type=GENOME_FASTA&filename=Williamsoniiplasma_somnilux.zip
929,GCF_002290085.1,216427,Mesoplasma chauliocola,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002290085.1/download?include_annotation_type=GENOME_FASTA&filename=Mesoplasma_chauliocola.zip
930,GCF_002804105.1,81459,Mesoplasma melaleucae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002804105.1/download?include_annotation_type=GENOME_FASTA&filename=Mesoplasma_melaleucae.zip
931,GCF_900660525.1,2112,Mycoplasmopsis bovigenitalium,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900660525.1/download?include_annotation_type=GENOME_FASTA&filename=Mycoplasmopsis_bovigenitalium.zip
932,GCF_002441935.1,81460,Mesoplasma lactucae ATCC 49193,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002441935.1/download?include_annotation_type=GENOME_FASTA&filename=Mesoplasma_lactucae_ATCC_49193.zip
933,GCF_021496725.1,1276218,Spiroplasma platyhelix PALS-1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_021496725.1/download?include_annotation_type=GENOME_FASTA&filename=Spiroplasma_platyhelix_PALS-1.zip
934,GCF_900660435.1,2121,Metamycoplasma orale,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900660435.1/download?include_annotation_type=GENOME_FASTA&filename=Metamycoplasma_orale.zip
935,GCF_900660445.2,2124,Metamycoplasma salivarium,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_900660445.2/download?include_annotation_type=GENOME_FASTA&filename=Metamycoplasma_salivarium.zip
936,GCF_003269445.1,92401,Metamycoplasma cloacale,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003269445.1/download?include_annotation_type=GENOME_FASTA&filename=Metamycoplasma_cloacale.zip
937,GCF_000246855.1,700598,Niastella koreensis GR20-10,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000246855.1/download?include_annotation_type=GENOME_FASTA&filename=Niastella_koreensis_GR20-10.zip
938,GCF_000022085.1,460265,Methylobacterium nodulans ORS 2060,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000022085.1/download?include_annotation_type=GENOME_FASTA&filename=Methylobacterium_nodulans_ORS_2060.zip
939,GCF_000015305.1,350058,Mycolicibacterium vanbaalenii PYR-1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000015305.1/download?include_annotation_type=GENOME_FASTA&filename=Mycolicibacterium_vanbaalenii_PYR-1.zip
940,GCF_000025265.1,469383,Conexibacter woesei DSM 14684,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000025265.1/download?include_annotation_type=GENOME_FASTA&filename=Conexibacter_woesei_DSM_14684.zip
941,GCF_000178955.2,682795,Granulicella mallensis MP5ACTX8,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000178955.2/download?include_annotation_type=GENOME_FASTA&filename=Granulicella_mallensis_MP5ACTX8.zip
942,GCF_010731575.1,85693,Mycolicibacterium monacense,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_010731575.1/download?include_annotation_type=GENOME_FASTA&filename=Mycolicibacterium_monacense.zip
943,GCF_000165715.2,756272,Rubinisphaera brasiliensis DSM 5305,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000165715.2/download?include_annotation_type=GENOME_FASTA&filename=Rubinisphaera_brasiliensis_DSM_5305.zip
944,GCF_022557255.1,129140,Pseudomonas syringae pv. tagetis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_022557255.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudomonas_syringae_pv._tagetis.zip
945,GCF_000270245.1,1032480,Microlunatus phosphovorus NM-1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000270245.1/download?include_annotation_type=GENOME_FASTA&filename=Microlunatus_phosphovorus_NM-1.zip
946,GCF_000015565.1,391735,Verminephrobacter eiseniae EF01-2,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000015565.1/download?include_annotation_type=GENOME_FASTA&filename=Verminephrobacter_eiseniae_EF01-2.zip
947,GCF_013177315.1,2737172,Thermoleptolyngbya sichuanensis A183,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_013177315.1/download?include_annotation_type=GENOME_FASTA&filename=Thermoleptolyngbya_sichuanensis_A183.zip
948,GCF_000092105.1,521674,Planctopirus limnophila DSM 3776,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000092105.1/download?include_annotation_type=GENOME_FASTA&filename=Planctopirus_limnophila_DSM_3776.zip
949,GCF_000265425.1,926566,Terriglobus roseus DSM 18391,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000265425.1/download?include_annotation_type=GENOME_FASTA&filename=Terriglobus_roseus_DSM_18391.zip
950,GCF_000019185.1,458817,Shewanella halifaxensis HAW-EB4,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000019185.1/download?include_annotation_type=GENOME_FASTA&filename=Shewanella_halifaxensis_HAW-EB4.zip
951,GCF_000024785.1,526226,Gordonia bronchialis DSM 43247,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000024785.1/download?include_annotation_type=GENOME_FASTA&filename=Gordonia_bronchialis_DSM_43247.zip
952,GCF_000013665.1,203122,Saccharophagus degradans 2-40,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000013665.1/download?include_annotation_type=GENOME_FASTA&filename=Saccharophagus_degradans_2-40.zip
953,GCF_000022145.1,455488,Anaeromyxobacter dehalogenans 2CP-1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000022145.1/download?include_annotation_type=GENOME_FASTA&filename=Anaeromyxobacter_dehalogenans_2CP-1.zip
954,GCF_001267925.1,1262470,Herbaspirillum hiltneri N3,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001267925.1/download?include_annotation_type=GENOME_FASTA&filename=Herbaspirillum_hiltneri_N3.zip
955,GCF_000021945.1,326427,Chloroflexus aggregans DSM 9485,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000021945.1/download?include_annotation_type=GENOME_FASTA&filename=Chloroflexus_aggregans_DSM_9485.zip
956,GCF_006740045.1,1219032,Comamonas terrigena NBRC 13299,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_006740045.1/download?include_annotation_type=GENOME_FASTA&filename=Comamonas_terrigena_NBRC_13299.zip
957,GCF_000144625.1,610130,[Clostridium] saccharolyticum WM1,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000144625.1/download?include_annotation_type=GENOME_FASTA&filename=[Clostridium]_saccharolyticum_WM1.zip
958,GCF_000154785.2,391595,Roseobacter litoralis Och 149,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000154785.2/download?include_annotation_type=GENOME_FASTA&filename=Roseobacter_litoralis_Och_149.zip
959,GCF_000014145.1,269798,Cytophaga hutchinsonii ATCC 33406,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000014145.1/download?include_annotation_type=GENOME_FASTA&filename=Cytophaga_hutchinsonii_ATCC_33406.zip
960,GCF_000219915.2,1036672,Advenella kashmirensis WT001,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000219915.2/download?include_annotation_type=GENOME_FASTA&filename=Advenella_kashmirensis_WT001.zip
961,GCF_001277255.1,1073999,Cronobacter condimenti 1330,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_001277255.1/download?include_annotation_type=GENOME_FASTA&filename=Cronobacter_condimenti_1330.zip
962,GCF_000021745.1,395965,Methylocella silvestris BL2,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000021745.1/download?include_annotation_type=GENOME_FASTA&filename=Methylocella_silvestris_BL2.zip
963,GCF_015097275.1,2751153,Coprobacter secundus subsp. similis,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_015097275.1/download?include_annotation_type=GENOME_FASTA&filename=Coprobacter_secundus_subsp._similis.zip
964,GCF_000284515.1,866895,Halobacillus halophilus DSM 2266,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000284515.1/download?include_annotation_type=GENOME_FASTA&filename=Halobacillus_halophilus_DSM_2266.zip
965,GCF_000247605.1,931626,Acetobacterium woodii DSM 1030,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000247605.1/download?include_annotation_type=GENOME_FASTA&filename=Acetobacterium_woodii_DSM_1030.zip
966,GCF_019669985.1,1295382,Methylogaea oryzae,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_019669985.1/download?include_annotation_type=GENOME_FASTA&filename=Methylogaea_oryzae.zip
967,GCF_000166055.1,648757,Rhodomicrobium vannielii ATCC 17100,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000166055.1/download?include_annotation_type=GENOME_FASTA&filename=Rhodomicrobium_vannielii_ATCC_17100.zip
968,GCF_000341395.1,1167006,Desulfocapsa sulfexigens DSM 10523,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000341395.1/download?include_annotation_type=GENOME_FASTA&filename=Desulfocapsa_sulfexigens_DSM_10523.zip
969,GCF_003568825.1,314281,Pseudoalteromonas tunicata,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003568825.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudoalteromonas_tunicata.zip
970,GCF_000025325.1,543526,Haloterrigena turkmenica DSM 5511,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000025325.1/download?include_annotation_type=GENOME_FASTA&filename=Haloterrigena_turkmenica_DSM_5511.zip
971,GCF_000224085.1,886377,Allomuricauda ruestringensis DSM 13258,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000224085.1/download?include_annotation_type=GENOME_FASTA&filename=Allomuricauda_ruestringensis_DSM_13258.zip
972,GCF_000306675.2,1192864,Leptospira mayottensis 200901116,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000306675.2/download?include_annotation_type=GENOME_FASTA&filename=Leptospira_mayottensis_200901116.zip
973,GCF_000284115.1,1142394,Phycisphaera mikurensis NBRC 102666,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000284115.1/download?include_annotation_type=GENOME_FASTA&filename=Phycisphaera_mikurensis_NBRC_102666.zip
974,GCF_000022305.1,535289,[Acidovorax] ebreus TPSY,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000022305.1/download?include_annotation_type=GENOME_FASTA&filename=[Acidovorax]_ebreus_TPSY.zip
975,GCF_024347275.1,452627,Amphritea japonica,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_024347275.1/download?include_annotation_type=GENOME_FASTA&filename=Amphritea_japonica.zip
976,GCF_000024965.1,446471,Xylanimonas cellulosilytica DSM 15894,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000024965.1/download?include_annotation_type=GENOME_FASTA&filename=Xylanimonas_cellulosilytica_DSM_15894.zip
977,GCF_002221525.1,1314869,Pseudoalteromonas espejiana DSM 9414,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_002221525.1/download?include_annotation_type=GENOME_FASTA&filename=Pseudoalteromonas_espejiana_DSM_9414.zip
978,GCF_000012885.1,338963,Syntrophotalea carbinolica DSM 2380,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000012885.1/download?include_annotation_type=GENOME_FASTA&filename=Syntrophotalea_carbinolica_DSM_2380.zip
979,GCF_003030465.1,44139,Thauera aromatica K172,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_003030465.1/download?include_annotation_type=GENOME_FASTA&filename=Thauera_aromatica_K172.zip
980,GCF_000143145.1,582899,Hyphomicrobium denitrificans ATCC 51888,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000143145.1/download?include_annotation_type=GENOME_FASTA&filename=Hyphomicrobium_denitrificans_ATCC_51888.zip
981,GCF_000011245.1,221109,Oceanobacillus iheyensis HTE831,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000011245.1/download?include_annotation_type=GENOME_FASTA&filename=Oceanobacillus_iheyensis_HTE831.zip
982,GCF_000009905.1,292459,Symbiobacterium thermophilum IAM 14863,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000009905.1/download?include_annotation_type=GENOME_FASTA&filename=Symbiobacterium_thermophilum_IAM_14863.zip
983,GCF_000145035.1,515622,Butyrivibrio proteoclasticus B316,https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCF_000145035.1/download?include_annotation_type=GENOME_FASTA&filename=Butyrivibrio_proteoclasticus_B316.zip
